procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_clean,date_clean,vendor_clean,grain_clean,qty_kg_clean,cost_clean,cost_per_kg
MDM004119,2025/10/17,SCH0025,Kumar & Co.,dal,23400,g,"₹2,106",Due,SCH0025,2025-10-17,Kumar & Co,Dal,23400.0,2106.0,0.09
MDM008198,09-01-2025,SCH0037,Singh Agro,Sarson Tel,1.038,Bori,,,SCH0037,,Singh Agro,Sarson Tel,1.038,0.0,0.0
MDM009894,18.07.2025,sch0110,Sharma Traders,Atta,58.2,KG,1746,PENDING,SCH0110,,Sharma Traders,Atta,58.2,1746.0,30.0
MDM005381,08-15-2025,SCH0417,Kumar Supplies,Atta,18.4,Kgs,552,Cleared,SCH0417,,Kumar Supplies,Atta,18.4,552.0,30.000000000000004
MDM000462,11-Jun-2025,sch_0098,Kumar & Co.,Rice,38.6 kg,,"₹1,544",Paid,SCH0098,,Kumar & Co,Rice,38.6,1544.0,40.0
MDM002010,14.10.2025,sch0583,goyal mill,Cooking Oil,26.7 kg,,"Rs. 3,204",paid,SCH0583,,Goyal Mill,Cooking Oil,26.7,3204.0,120.0
MDM003376,12-23-2025,S0171,Goyal Enterprises,Rice,42.5 kg,,"₹1,700",,SCH0171,,Goyal Enterprises,Rice,42.5,1700.0,40.0
MDM001324,05-01-2025,SCH0447,Kumar & Co.,Chawal,57400,g,"₹2,296",Due,SCH0447,,Kumar & Co,Rice,57400.0,2296.0,0.04
MDM004090,09/06/2025,SCH0064,goyal mill,gehun,24.1,Kgs,Rs. 723,Due,SCH0064,,Goyal Mill,Wheat,24.1,723.0,30.0
MDM001176,2026/01/26,SCH0014,kumar general store,Mustard Oil,44,KG,5280,Cleared,SCH0014,2026-01-26,Kumar General Store,Mustard Oil,44.0,5280.0,120.0
MDM001179,18/04/2025,SCH0377,Singh Agro,Atta,0.258,50kg Bags,Rs. 387,Due,SCH0377,,Singh Agro,Atta,0.258,387.0,1500.0
MDM010271,2025/11/19,0081,Kumar Supplies,Wheat,,,1776,paid,SCH0081,2025-11-19,Kumar Supplies,Wheat,0.0,1776.0,0.0
MDM010157,25/07/2025,SCH0446,kumar general store,Oil,19700,g,2364,Paid,SCH0446,,Kumar General Store,Oil,19700.0,2364.0,0.12
MDM000015,05-Feb-2026,0412,Singh Agro,Oil,0.4320000000000001,50kg Bags,2592,Due,SCH0412,,Singh Agro,Oil,0.4320000000000001,2592.0,5999.999999999998
MDM008507,10-03-2025,sch_0088,Singh Agro,RICE,0.604,Bags,1208,Pending,SCH0088,,Singh Agro,Rice,0.604,1208.0,2000.0
MDM003743,03-28-2026,SCH-0402,Kumar & Co.,RICE,52.7 kg,,"Rs. 2,108",,SCH0402,,Kumar & Co,Rice,52.7,2108.0,40.0
MDM008359,30.10.2025,SCH0090,Kumar Supplies,Sarson Tel,48500,Grams,"Rs. 5,820",Paid,SCH0090,,Kumar Supplies,Sarson Tel,48500.0,5820.0,0.12
MDM010204,18/09/2025,SCH0423,Kumar Supplies,WHEAT,,,"₹1,596",,SCH0423,,Kumar Supplies,Wheat,0.0,1596.0,0.0
MDM001744,21.04.2025,SCH0503,Sharma Traders,Cooking Oil,27.6,KG,"₹3,312",,SCH0503,,Sharma Traders,Cooking Oil,27.6,3312.0,120.0
MDM003131,2026/03/14,S0101,Singh Agro,Cooking Oil,0.388,50kg Bags,"₹2,328",paid,SCH0101,2026-03-14,Singh Agro,Cooking Oil,0.388,2328.0,6000.0
MDM001069,08-01-2025,sch_0097,kumar general store,Mustard Oil,,,"Rs. 1,644",paid,SCH0097,,Kumar General Store,Mustard Oil,0.0,1644.0,0.0
MDM001370,12-22-2025,SCH0335,goyal mill,Oil,49600,grams,"₹5,952",Pending,SCH0335,,Goyal Mill,Oil,49600.0,5952.0,0.12
MDM001884,2025-05-05,sch_0151,Kumar Supplies,Cooking Oil,10800,grams,1296,Paid,SCH0151,,Kumar Supplies,Cooking Oil,10800.0,1296.0,0.12
MDM005050,2025-06-23,sch_0402,Sharma & Sons,WHEAT,,,1479,Cleared,SCH0402,,Sharma & Sons,Wheat,0.0,1479.0,0.0
MDM005355,04-26-2025,0593,Singh Brothers,Gehun,55100,grams,1653,Cleared,SCH0593,,Singh Brothers,Wheat,55100.0,1653.0,0.03
MDM009097,01-10-2026,0118,goyal mill,gehun,54.8 kg,,"1,644/-",Due,SCH0118,,Goyal Mill,Wheat,54.8,1644.0,30.0
MDM005806,2025/05/18,S0112,kumar general store,Pulses,56.2,KG,5058,paid,SCH0112,2025-05-18,Kumar General Store,Dal,56.2,5058.0,90.0
MDM008311,03/11/2025,SCH0551,Goyal Rice Mill,Mustard Oil,1.012,Bori,"6,072/-",Paid,SCH0551,,Goyal Rice Mill,Mustard Oil,1.012,6072.0,6000.0
MDM004666,21.11.2025,SCH0534,Sharma Traders,Wheat,21200,g,636,PENDING,SCH0534,,Sharma Traders,Wheat,21200.0,636.0,0.03
MDM005864,26.08.2025,S0273,Goyal Enterprises,Pulses,24.7 kg,,"2,223/-",paid,SCH0273,,Goyal Enterprises,Dal,24.7,2223.0,90.0
MDM008349,10-31-2025,SCH0037,Goyal Enterprises,Oil,46400,grams,5568,PENDING,SCH0037,,Goyal Enterprises,Oil,46400.0,5568.0,0.12
MDM011203,2025/05/04,0286,Singh Agro,Gehun,40.6,kg,1218,paid,SCH0286,2025-05-04,Singh Agro,Wheat,40.6,1218.0,30.0
MDM007307,2025-09-18,S0341,kumar general store,Wheat,,,"1,308/-",paid,SCH0341,,Kumar General Store,Wheat,0.0,1308.0,0.0
MDM002289,05/06/2025,sch_0293,sharma traders pvt ltd,Cooking Oil,48.7 kg,,5844,Paid,SCH0293,,Sharma Traders,Cooking Oil,48.7,5844.0,120.0
MDM002125,2026-02-20,SCH-0524,Goyal Enterprises,Rice,,,1240,Paid,SCH0524,,Goyal Enterprises,Rice,0.0,1240.0,0.0
MDM005370,19-May-2025,sch0084,Kumar Supplies,chawal,49.3,Kgs,1972,Due,SCH0084,,Kumar Supplies,Rice,49.3,1972.0,40.0
MDM009291,2026/03/02,SCH-0233,Singh Brothers,Mustard Oil,,,"1,428/-",paid,SCH0233,2026-03-02,Singh Brothers,Mustard Oil,0.0,1428.0,0.0
MDM005336,22-Feb-2026,SCH-0259,kumar general store,Mustard Oil,25.8,Kgs,"Rs. 3,096",Due,SCH0259,,Kumar General Store,Mustard Oil,25.8,3096.0,120.0
MDM002413,2026/03/23,SCH0046,kumar general store,Cooking Oil,39.1 kg,,4692,Paid,SCH0046,2026-03-23,Kumar General Store,Cooking Oil,39.1,4692.0,120.0
MDM002849,25-May-2025,SCH0500,Goyal Enterprises,gehun,1.16,Bori,1740,,SCH0500,,Goyal Enterprises,Wheat,1.16,1740.0,1500.0
MDM007494,11-Nov-2025,S0328,Singh Agro,dal,0.628,Sacks,"Rs. 2,826",Cleared,SCH0328,,Singh Agro,Dal,0.628,2826.0,4500.0
MDM002702,12-22-2025,S0280,sharma traders pvt ltd,Sarson Tel,0.3,bags,"Rs. 1,800",paid,SCH0280,,Sharma Traders,Sarson Tel,0.3,1800.0,6000.0
MDM006450,2025/10/05,SCH0004,goyal mill,dal,,,"1,026/-",Due,SCH0004,2025-10-05,Goyal Mill,Dal,0.0,1026.0,0.0
MDM002237,2025/06/25,SCH0174,Sharma Traders,Lentils,56.0 kg,,"5,040/-",PENDING,SCH0174,2025-06-25,Sharma Traders,Dal,56.0,5040.0,90.0
MDM011678,13/11/2025,0087,Goyal Rice Mill,Wheat,47.7 kg,,"1,431/-",paid,SCH0087,,Goyal Rice Mill,Wheat,47.7,1431.0,29.999999999999996
MDM006671,2025/05/29,S0369,Sharma & Sons,chawal,27700,grams,"Rs. 1,108",Paid,SCH0369,2025-05-29,Sharma & Sons,Rice,27700.0,1108.0,0.04
MDM005479,06/05/2025,S0156,Sharma Traders,Daal,,,2844,PENDING,SCH0156,,Sharma Traders,Daal,0.0,2844.0,0.0
MDM000215,07/07/2025,SCH0064,Kumar Supplies,WHEAT,45.2,Kgs,"Rs. 1,356",PENDING,SCH0064,,Kumar Supplies,Wheat,45.2,1356.0,29.999999999999996
MDM003345,10/06/2025,sch_0267,Singh Agro,WHEAT,,,1617,Pending,SCH0267,,Singh Agro,Wheat,0.0,1617.0,0.0
MDM006735,28-Oct-2025,sch0179,Sharma Traders,Sarson Tel,0.336,bags,2016,Paid,SCH0179,,Sharma Traders,Sarson Tel,0.336,2016.0,6000.0
MDM010667,06-Jul-2025,sch0129,Goyal Enterprises,Wheat,36.2,KGS,"₹1,086",paid,SCH0129,,Goyal Enterprises,Wheat,36.2,1086.0,29.999999999999996
MDM007119,2025-05-26,S0552,Sharma & Sons,Rice,31.7 kg,,"₹1,268",paid,SCH0552,,Sharma & Sons,Rice,31.7,1268.0,40.0
MDM002349,01.01.2026,SCH-0544,sharma traders pvt ltd,Oil,58500,g,7020,paid,SCH0544,,Sharma Traders,Oil,58500.0,7020.0,0.12
MDM005000,09-Jul-2025,SCH0151,kumar general store,RICE,44.5,KG,1780,Pending,SCH0151,,Kumar General Store,Rice,44.5,1780.0,40.0
MDM009408,2025/06/13,SCH0319,goyal mill,Oil,30.7,kg,"3,684/-",Pending,SCH0319,2025-06-13,Goyal Mill,Oil,30.7,3684.0,120.0
MDM003489,04-Oct-2025,SCH0185,sharma traders pvt ltd,Sarson Tel,,,"4,692/-",PENDING,SCH0185,,Sharma Traders,Sarson Tel,0.0,4692.0,0.0
MDM006192,07-02-2025,SCH0358,Singh Brothers,Daal,0.742,bags,3339,Paid,SCH0358,,Singh Brothers,Daal,0.742,3339.0,4500.0
MDM008457,2025-05-02,SCH0457,Goyal Enterprises,gehun,19,Kgs,570,PENDING,SCH0457,,Goyal Enterprises,Wheat,19.0,570.0,30.0
MDM005712,2026/01/22,SCH-0256,S. Agro Works,Chawal,0.912,50kg Bags,1824,Paid,SCH0256,2026-01-22,S Agro Works,Rice,0.912,1824.0,2000.0
MDM002610,2025/12/31,SCH0430,kumar general store,Chawal,0.634,Bori,1268,Due,SCH0430,2025-12-31,Kumar General Store,Rice,0.634,1268.0,2000.0
MDM009058,2025-11-12,SCH-0365,Sharma Traders,Atta,36.7,KGS,"₹1,101",Pending,SCH0365,,Sharma Traders,Atta,36.7,1101.0,29.999999999999996
MDM003596,2025/09/02,SCH0321,kumar general store,Mustard Oil,0.9179999999999999,50kg Bags,"5,508/-",Cleared,SCH0321,2025-09-02,Kumar General Store,Mustard Oil,0.9179999999999999,5508.0,6000.000000000001
MDM011702,2026/02/16,SCH0166,goyal mill,Chawal,,,"₹2,212",Cleared,SCH0166,2026-02-16,Goyal Mill,Rice,0.0,2212.0,0.0
MDM003992,28/10/2025,S0415,Sharma & Sons,Daal,40.2 kg,,3618,Pending,SCH0415,,Sharma & Sons,Daal,40.2,3618.0,90.0
MDM004460,2026/03/09,S0470,S. Agro Works,Lentils,,,4176,paid,SCH0470,2026-03-09,S Agro Works,Dal,0.0,4176.0,0.0
MDM009454,2026-03-07,SCH0577,S. Agro Works,gehun,10500,Grams,315/-,PENDING,SCH0577,,S Agro Works,Wheat,10500.0,315.0,0.03
MDM001347,12-04-2025,SCH0101,Kumar Supplies,RICE,,,,,SCH0101,,Kumar Supplies,Rice,0.0,0.0,0.0
MDM006606,2026-01-28,S0336,Singh Agro,Gehun,0.5579999999999999,bags,837,paid,SCH0336,,Singh Agro,Wheat,0.5579999999999999,837.0,1500.0000000000002
MDM002110,09-27-2025,SCH0520,Kumar Supplies,Oil,0.9520000000000001,bags,"₹5,712",Due,SCH0520,,Kumar Supplies,Oil,0.9520000000000001,5712.0,6000.0
MDM010792,2026/01/07,0543,Kumar Supplies,Cooking Oil,32100,g,3852,,SCH0543,2026-01-07,Kumar Supplies,Cooking Oil,32100.0,3852.0,0.12
MDM001086,08-Dec-2025,sch0322,goyal mill,Rice,33.5,KGS,"1,340/-",Due,SCH0322,,Goyal Mill,Rice,33.5,1340.0,40.0
MDM000648,2025-05-28,SCH0316,S. Agro Works,dal,59.9,Kgs,"5,391/-",Cleared,SCH0316,,S Agro Works,Dal,59.9,5391.0,90.0
MDM011513,2025/08/15,SCH-0121,Kumar & Co.,Wheat,1.034,50kg Bags,"Rs. 1,551",paid,SCH0121,2025-08-15,Kumar & Co,Wheat,1.034,1551.0,1500.0
MDM000737,2025-08-30,sch_0209,Singh Agro,gehun,0.256,Bori,384,Paid,SCH0209,,Singh Agro,Wheat,0.256,384.0,1500.0
MDM001684,12-12-2025,SCH-0405,sharma traders pvt ltd,WHEAT,0.716,Bags,,Paid,SCH0405,,Sharma Traders,Wheat,0.716,0.0,0.0
MDM005262,2026-03-24,S0236,goyal mill,Daal,1.002,Bori,4509,Cleared,SCH0236,,Goyal Mill,Daal,1.002,4509.0,4500.0
MDM001615,20/06/2025,sch_0308,Kumar Supplies,WHEAT,13.3 kg,,₹399,,SCH0308,,Kumar Supplies,Wheat,13.3,399.0,30.0
MDM011481,15/03/2026,sch_0091,Kumar Supplies,Oil,19.1,Kgs,"2,292/-",Paid,SCH0091,,Kumar Supplies,Oil,19.1,2292.0,119.99999999999999
MDM003523,12-Feb-2026,SCH0520,Kumar Supplies,gehun,25400,grams,₹762,Paid,SCH0520,,Kumar Supplies,Wheat,25400.0,762.0,0.03
MDM002693,2025/04/09,SCH0229,Kumar & Co.,Rice,49.7,kg,1988,PENDING,SCH0229,2025-04-09,Kumar & Co,Rice,49.7,1988.0,40.0
MDM010318,06/09/2025,SCH0373,Kumar Supplies,Dal,13.9,KGS,"1,251/-",Pending,SCH0373,,Kumar Supplies,Dal,13.9,1251.0,90.0
MDM006495,2026-03-24,sch_0154,Singh Brothers,Lentils,1.028,bags,4626,paid,SCH0154,,Singh Brothers,Dal,1.028,4626.0,4500.0
MDM002528,30/07/2025,SCH-0501,goyal mill,Gehun,0.478,Bori,Rs. 717,Due,SCH0501,,Goyal Mill,Wheat,0.478,717.0,1500.0
MDM004623,08-23-2025,S0232,S. Agro Works,Wheat,28800,Grams,864,Due,SCH0232,,S Agro Works,Wheat,28800.0,864.0,0.03
MDM002445,2025/12/02,SCH0424,kumar general store,Daal,,,"Rs. 5,247",Paid,SCH0424,2025-12-02,Kumar General Store,Daal,0.0,5247.0,0.0
MDM011514,06.08.2025,SCH0139,Singh Brothers,Wheat,55.2,KG,"Rs. 1,656",PENDING,SCH0139,,Singh Brothers,Wheat,55.2,1656.0,30.0
MDM001140,2025-05-17,SCH0498,kumar general store,RICE,22.0 kg,,880,Cleared,SCH0498,,Kumar General Store,Rice,22.0,880.0,40.0
MDM010453,2025/12/02,S0093,Sharma Traders,Mustard Oil,53.2,kg,"6,384/-",Cleared,SCH0093,2025-12-02,Sharma Traders,Mustard Oil,53.2,6384.0,120.0
MDM005617,12-09-2025,SCH0530,Singh Brothers,Chawal,0.366,bags,Rs. 732,Pending,SCH0530,,Singh Brothers,Rice,0.366,732.0,2000.0
MDM003976,12/10/2025,SCH-0334,S. Agro Works,WHEAT,26600,g,₹798,,SCH0334,,S Agro Works,Wheat,26600.0,798.0,0.03
MDM009781,16.01.2026,sch0209,S. Agro Works,chawal,1.164,50kg Bags,2328,Paid,SCH0209,,S Agro Works,Rice,1.164,2328.0,2000.0000000000002
MDM005884,25-Jul-2025,SCH0149,S. Agro Works,Sarson Tel,55300,Grams,"6,636/-",,SCH0149,,S Agro Works,Sarson Tel,55300.0,6636.0,0.12
MDM009610,26/09/2025,SCH0439,Goyal Enterprises,chawal,0.826,Bags,"1,652/-",Cleared,SCH0439,,Goyal Enterprises,Rice,0.826,1652.0,2000.0
MDM001954,29.06.2025,sch0475,Kumar & Co.,Atta,38100,Grams,"₹1,143",Paid,SCH0475,,Kumar & Co,Atta,38100.0,1143.0,0.03
MDM000032,2025/06/01,SCH0318,S. Agro Works,Daal,24.6 kg,,2214,Paid,SCH0318,2025-06-01,S Agro Works,Daal,24.6,2214.0,90.0
MDM001251,10/08/2025,SCH0026,Singh Agro,WHEAT,10900,grams,327/-,Paid,SCH0026,,Singh Agro,Wheat,10900.0,327.0,0.03
MDM008850,14-Sep-2025,sch0422,Sharma Traders,Mustard Oil,,,1764,,SCH0422,,Sharma Traders,Mustard Oil,0.0,1764.0,0.0
MDM008215,2025-10-24,sch_0572,goyal mill,Atta,0.9440000000000001,Sacks,"Rs. 1,416",Paid,SCH0572,,Goyal Mill,Atta,0.9440000000000001,1416.0,1500.0
MDM007074,2026-03-17,SCH0048,Singh Brothers,Daal,,,3582,Due,SCH0048,,Singh Brothers,Daal,0.0,3582.0,0.0
MDM008256,03-04-2026,SCH0386,kumar general store,Rice,52.5 kg,,"Rs. 2,100",Due,SCH0386,,Kumar General Store,Rice,52.5,2100.0,40.0
MDM002381,09.06.2025,S0065,Kumar & Co.,Dal,26500,g,"Rs. 2,385",Pending,SCH0065,,Kumar & Co,Dal,26500.0,2385.0,0.09
MDM000851,17/11/2025,SCH-0542,Sharma Traders,Dal,,,"₹1,629",Pending,SCH0542,,Sharma Traders,Dal,0.0,1629.0,0.0
MDM005131,21/08/2025,S0295,sharma traders pvt ltd,Atta,48.5,KGS,1455,PENDING,SCH0295,,Sharma Traders,Atta,48.5,1455.0,30.0
MDM009594,03-16-2026,sch_0124,S. Agro Works,Chawal,,,"Rs. 1,304",Pending,SCH0124,,S Agro Works,Rice,0.0,1304.0,0.0
MDM008139,02-21-2026,SCH0579,S. Agro Works,Daal,52.4,Kgs,"₹4,716",Due,SCH0579,,S Agro Works,Daal,52.4,4716.0,90.0
MDM000051,12-09-2025,0464,Singh Agro,Cooking Oil,48200,g,,Paid,SCH0464,,Singh Agro,Cooking Oil,48200.0,0.0,0.0
MDM000857,2025-12-30,SCH0387,kumar general store,Lentils,1.122,bags,"5,049/-",Paid,SCH0387,,Kumar General Store,Dal,1.122,5049.0,4500.0
MDM000484,11-28-2025,sch_0475,S. Agro Works,Oil,36.7 kg,,"Rs. 4,404",paid,SCH0475,,S Agro Works,Oil,36.7,4404.0,119.99999999999999
MDM011250,26-Dec-2025,SCH-0164,S. Agro Works,gehun,39400,grams,"1,182/-",,SCH0164,,S Agro Works,Wheat,39400.0,1182.0,0.03
MDM007504,28.05.2025,SCH0328,Singh Brothers,RICE,0.982,Sacks,1964,Cleared,SCH0328,,Singh Brothers,Rice,0.982,1964.0,2000.0
MDM007199,2025-08-04,S0050,Kumar & Co.,Oil,56,KG,"₹6,720",PENDING,SCH0050,,Kumar & Co,Oil,56.0,6720.0,120.0
MDM002035,20/03/2026,sch0168,S. Agro Works,Daal,,,4869,Due,SCH0168,,S Agro Works,Daal,0.0,4869.0,0.0
MDM002792,2026/02/15,SCH0165,Goyal Enterprises,Mustard Oil,0.7040000000000001,bags,,Due,SCH0165,2026-02-15,Goyal Enterprises,Mustard Oil,0.7040000000000001,0.0,0.0
MDM007158,09-15-2025,sch_0396,Singh Brothers,Sarson Tel,0.972,Bori,"Rs. 5,832",,SCH0396,,Singh Brothers,Sarson Tel,0.972,5832.0,6000.0
MDM008078,2025-07-05,SCH0321,Singh Agro,Rice,46.0 kg,,1840,,SCH0321,,Singh Agro,Rice,46.0,1840.0,40.0
MDM008193,10/01/2026,SCH0057,Sharma Traders,gehun,,,1275,PENDING,SCH0057,,Sharma Traders,Wheat,0.0,1275.0,0.0
MDM009485,16/02/2026,sch0318,Singh Agro,RICE,0.414,Bori,828,,SCH0318,,Singh Agro,Rice,0.414,828.0,2000.0
MDM007493,2025-07-16,SCH-0579,Goyal Rice Mill,WHEAT,44,Kgs,"Rs. 1,320",Paid,SCH0579,,Goyal Rice Mill,Wheat,44.0,1320.0,30.0
MDM010832,05-25-2025,SCH0177,Singh Brothers,Oil,0.858,Bags,5148,Pending,SCH0177,,Singh Brothers,Oil,0.858,5148.0,6000.0
MDM001415,2025/04/15,0388,Singh Agro,Daal,46.2,kg,4158,Paid,SCH0388,2025-04-15,Singh Agro,Daal,46.2,4158.0,90.0
MDM003541,22/12/2025,SCH-0593,kumar general store,Pulses,46,KGS,4140,Cleared,SCH0593,,Kumar General Store,Dal,46.0,4140.0,90.0
MDM004099,13/12/2025,0462,Kumar Supplies,Gehun,0.626,50kg Bags,Rs. 939,Pending,SCH0462,,Kumar Supplies,Wheat,0.626,939.0,1500.0
MDM000252,13-Jul-2025,sch_0272,Sharma Traders,Sarson Tel,28.3,KGS,"₹3,396",Pending,SCH0272,,Sharma Traders,Sarson Tel,28.3,3396.0,120.0
MDM006734,2026/01/10,sch0486,S. Agro Works,Dal,46700,Grams,"4,203/-",,SCH0486,2026-01-10,S Agro Works,Dal,46700.0,4203.0,0.09
MDM010986,2025-09-29,sch_0265,Kumar & Co.,chawal,40200,Grams,1608,Due,SCH0265,,Kumar & Co,Rice,40200.0,1608.0,0.04
MDM001723,2026-02-17,0586,goyal mill,Oil,,,"Rs. 4,800",Cleared,SCH0586,,Goyal Mill,Oil,0.0,4800.0,0.0
MDM000994,2025-07-02,SCH-0158,Kumar & Co.,Atta,39.3,KG,1179,Paid,SCH0158,,Kumar & Co,Atta,39.3,1179.0,30.000000000000004
MDM004677,2025-06-01,SCH0350,Sharma Traders,chawal,44.9,Kgs,"₹1,796",Due,SCH0350,,Sharma Traders,Rice,44.9,1796.0,40.0
MDM010422,2026/01/04,sch0180,Sharma & Sons,Pulses,0.51,bags,"₹2,295",Pending,SCH0180,2026-01-04,Sharma & Sons,Dal,0.51,2295.0,4500.0
MDM011170,03-21-2026,SCH-0047,Goyal Enterprises,dal,33900,g,"Rs. 3,051",Cleared,SCH0047,,Goyal Enterprises,Dal,33900.0,3051.0,0.09
MDM000300,2026-02-08,sch_0531,Sharma & Sons,Sarson Tel,1.09,50kg Bags,6540,,SCH0531,,Sharma & Sons,Sarson Tel,1.09,6540.0,6000.0
MDM008356,2025-06-27,SCH0333,Sharma Traders,Oil,52400,Grams,"6,288/-",,SCH0333,,Sharma Traders,Oil,52400.0,6288.0,0.12
MDM009661,2025/08/04,sch_0558,Sharma & Sons,chawal,17400,Grams,₹696,paid,SCH0558,2025-08-04,Sharma & Sons,Rice,17400.0,696.0,0.04
MDM010370,03.09.2025,SCH-0047,Singh Brothers,Rice,39.4,Kgs,1576,PENDING,SCH0047,,Singh Brothers,Rice,39.4,1576.0,40.0
MDM006256,2025/04/19,SCH0256,Goyal Enterprises,RICE,0.56,Bori,"₹1,120",Pending,SCH0256,2025-04-19,Goyal Enterprises,Rice,0.56,1120.0,1999.9999999999998
MDM005028,2025/11/08,SCH0223,S. Agro Works,Wheat,0.774,50kg Bags,"1,161/-",,SCH0223,2025-11-08,S Agro Works,Wheat,0.774,1161.0,1500.0
MDM001935,21/04/2025,SCH0428,kumar general store,Gehun,51200,g,1536,Pending,SCH0428,,Kumar General Store,Wheat,51200.0,1536.0,0.03
MDM011911,13-Jun-2025,sch0365,Kumar & Co.,Rice,13.5 kg,,540/-,Due,SCH0365,,Kumar & Co,Rice,13.5,540.0,40.0
MDM005915,23/10/2025,sch_0037,Kumar & Co.,Sarson Tel,30.1 kg,,3612,paid,SCH0037,,Kumar & Co,Sarson Tel,30.1,3612.0,120.0
MDM002620,2026-01-14,SCH0445,sharma traders pvt ltd,Cooking Oil,30.5 kg,,3660,paid,SCH0445,,Sharma Traders,Cooking Oil,30.5,3660.0,120.0
MDM001865,2025/06/09,SCH-0430,Kumar & Co.,Lentils,0.33,50kg Bags,"₹1,485",Cleared,SCH0430,2025-06-09,Kumar & Co,Dal,0.33,1485.0,4500.0
MDM007411,29/03/2026,sch_0308,Goyal Rice Mill,Sarson Tel,59.7,Kgs,7164,PENDING,SCH0308,,Goyal Rice Mill,Sarson Tel,59.7,7164.0,120.0
MDM004085,21-Sep-2025,SCH0487,Goyal Enterprises,RICE,0.34,Bags,680,,SCH0487,,Goyal Enterprises,Rice,0.34,680.0,1999.9999999999998
MDM000669,26-Nov-2025,sch_0465,kumar general store,chawal,21100,Grams,₹844,Pending,SCH0465,,Kumar General Store,Rice,21100.0,844.0,0.04
MDM010815,08/09/2025,SCH-0544,Sharma & Sons,RICE,33800,g,"1,352/-",Due,SCH0544,,Sharma & Sons,Rice,33800.0,1352.0,0.04
MDM002685,04-22-2025,SCH0227,Kumar & Co.,Dal,22.1,KG,"₹1,989",PENDING,SCH0227,,Kumar & Co,Dal,22.1,1989.0,90.0
MDM005220,2026-01-02,sch_0064,Goyal Rice Mill,Chawal,35.7,Kgs,"₹1,428",paid,SCH0064,,Goyal Rice Mill,Rice,35.7,1428.0,40.0
MDM006074,06.03.2026,SCH0576,sharma traders pvt ltd,Dal,36.4,KGS,"Rs. 3,276",Pending,SCH0576,,Sharma Traders,Dal,36.4,3276.0,90.0
MDM007970,2026/01/09,sch0413,kumar general store,Oil,39.4,KG,4728,Due,SCH0413,2026-01-09,Kumar General Store,Oil,39.4,4728.0,120.0
MDM001011,27-Nov-2025,sch_0052,Goyal Rice Mill,Rice,19200,grams,768,PENDING,SCH0052,,Goyal Rice Mill,Rice,19200.0,768.0,0.04
MDM004238,19/04/2025,SCH0060,Singh Agro,chawal,0.354,Bori,708,Paid,SCH0060,,Singh Agro,Rice,0.354,708.0,2000.0
MDM010432,21/04/2025,SCH-0071,Sharma & Sons,chawal,17.3 kg,,₹692,Pending,SCH0071,,Sharma & Sons,Rice,17.3,692.0,40.0
MDM004376,2025-06-28,SCH-0355,Singh Agro,Atta,0.234,Sacks,Rs. 351,,SCH0355,,Singh Agro,Atta,0.234,351.0,1500.0
MDM009040,22-Jul-2025,SCH0196,Kumar Supplies,Daal,,,"Rs. 1,872",Paid,SCH0196,,Kumar Supplies,Daal,0.0,1872.0,0.0
MDM000304,29.06.2025,sch_0391,Sharma Traders,Atta,10.3 kg,,Rs. 309,Due,SCH0391,,Sharma Traders,Atta,10.3,309.0,29.999999999999996
MDM010696,07-Jul-2025,SCH0013,Sharma Traders,Sarson Tel,46.6 kg,,"5,592/-",Cleared,SCH0013,,Sharma Traders,Sarson Tel,46.6,5592.0,120.0
MDM009344,2025/06/30,0198,Goyal Enterprises,chawal,59000,grams,"₹2,360",Paid,SCH0198,2025-06-30,Goyal Enterprises,Rice,59000.0,2360.0,0.04
MDM004103,24.07.2025,SCH0237,Goyal Rice Mill,Pulses,25.4,Kgs,2286,,SCH0237,,Goyal Rice Mill,Dal,25.4,2286.0,90.0
MDM005295,26-May-2025,SCH0174,goyal mill,Dal,40.2,KG,"Rs. 3,618",paid,SCH0174,,Goyal Mill,Dal,40.2,3618.0,90.0
MDM001122,15.12.2025,sch_0334,Singh Agro,Chawal,39500,Grams,1580,Due,SCH0334,,Singh Agro,Rice,39500.0,1580.0,0.04
MDM003016,02-05-2026,sch_0583,Kumar & Co.,Cooking Oil,0.922,bags,5532,Paid,SCH0583,,Kumar & Co,Cooking Oil,0.922,5532.0,6000.0
MDM008171,01-28-2026,SCH-0590,goyal mill,Daal,27600,g,"₹2,484",Paid,SCH0590,,Goyal Mill,Daal,27600.0,2484.0,0.09
MDM002406,30-Jun-2025,SCH0454,Sharma Traders,Dal,43.4,kg,3906,,SCH0454,,Sharma Traders,Dal,43.4,3906.0,90.0
MDM008669,2025-04-18,SCH0308,Singh Brothers,Gehun,,,759,Paid,SCH0308,,Singh Brothers,Wheat,0.0,759.0,0.0
MDM008406,07/04/2025,SCH0016,Sharma Traders,Cooking Oil,,,4128,Pending,SCH0016,,Sharma Traders,Cooking Oil,0.0,4128.0,0.0
MDM011506,2025/11/19,SCH0197,Goyal Enterprises,Pulses,43000,Grams,3870,Pending,SCH0197,2025-11-19,Goyal Enterprises,Dal,43000.0,3870.0,0.09
MDM011609,18-Dec-2025,SCH0452,kumar general store,Sarson Tel,29.1 kg,,3492,Cleared,SCH0452,,Kumar General Store,Sarson Tel,29.1,3492.0,120.0
